timestamp,fuelLevel,previous_fuel_level,distanceKm,locationLat,locationLong,speed,ignitionStatus,isOverSpeed,fuel_diff,eventType
2025-07-01T08:01:00+00:00,189.9,,0.6418304265717227,12.971658960784994,77.59447230983261,35.682594578376666,ON,False,,NORMAL
2025-07-01T08:03:00+00:00,187.9,190.4,1.3409486807729807,12.971369403691183,77.59440216717982,27.548662756464267,ON,False,-2.5,NORMAL
2025-07-01T08:05:00+00:00,188.9,188.4,2.7537651430140584,12.971603727668233,77.59389980631148,40.26099903471461,ON,False,0.5,NORMAL
2025-07-01T08:07:00+00:00,188.0,187.9,3.213180927780785,12.970814037280235,77.59396236168942,13.98522606604724,ON,False,0.09999999999999432,NORMAL
2025-07-01T08:09:00+00:00,199.10000000000002,187.60000000000002,3.374187521999277,12.971172849309719,77.59465873145682,2.0382966373063676,ON,False,11.5,REFUEL
2025-07-01T08:10:00+00:00,198.4,201.0,3.7395383341426,12.97126728029094,77.59441841486337,24.20918969878039,ON,False,-2.5999999999999943,NORMAL
2025-07-01T08:15:00+00:00,199.20000000000002,199.3,6.878695224218628,12.971442020004002,77.59455410346092,38.90806180814317,ON,False,-0.09999999999999432,NORMAL
2025-07-01T08:16:00+00:00,193.10000000000002,199.60000000000002,6.949884915106961,12.97140797174942,77.59495566469033,3.157133568526491,OFF,False,-6.5,THEFT
2025-07-01T08:17:00+00:00,192.3,192.3,7.291353689545808,12.971602809536863,77.59437520111206,29.90885942739502,ON,False,0.0,NORMAL
2025-07-01T08:18:00+00:00,190.9,192.10000000000002,8.001418531752956,12.971791066305023,77.59464875774489,38.519921476101835,ON,False,-1.200000000000017,NORMAL
2025-07-01T08:22:00+00:00,191.3,192.4,8.838148230865459,12.971557617776776,77.59432131409103,15.228546962425085,ON,False,-1.0999999999999943,NORMAL
2025-07-01T08:23:00+00:00,200.20000000000002,191.4,9.472593584929726,12.971284400421919,77.5940522914603,39.77396892940592,ON,False,8.800000000000011,REFUEL
2025-07-01T08:25:00+00:00,199.4,200.3,9.992463785601144,12.971427864064978,77.59419861256313,11.218268985499943,ON,False,-0.9000000000000057,NORMAL
2025-07-01T08:26:00+00:00,199.8,200.10000000000002,10.38972508284701,12.97118358963194,77.59439822450726,27.054475494371992,ON,False,-0.30000000000001137,NORMAL
2025-07-01T08:28:00+00:00,198.8,198.60000000000002,10.914502063876169,12.971592791143381,77.59382240424331,14.814712589198438,ON,False,0.19999999999998863,NORMAL
2025-07-01T08:32:00+00:00,196.60000000000002,197.0,12.349229372945635,12.971229516387826,77.59415260706196,21.276632229966914,ON,False,-0.39999999999997726,NORMAL
2025-07-01T08:34:00+00:00,197.0,197.10000000000002,13.114661783976889,12.971167352960007,77.59430622955385,23.601909691843318,ON,False,-0.10000000000002274,NORMAL
2025-07-01T08:35:00+00:00,194.8,197.20000000000002,13.570969298472606,12.971283931900507,77.59407117280834,21.579537332349197,ON,False,-2.4000000000000057,NORMAL
